sep=,
Epoch,Training Error,Validation Error
1,0.385971,0.252273
2,0.253422,0.218305
3,0.229187,0.233519
4,0.232757,0.236915
5,0.254593,0.277490
6,0.272291,0.266183
7,0.289882,0.265502
8,0.261213,0.244406
9,0.265591,0.247565
10,0.243850,0.231158
11,0.250059,0.236179
12,0.232486,0.221175
13,0.238320,0.226851
14,0.223123,0.212458
15,0.228119,0.218791
16,0.214918,0.204717
17,0.219093,0.211558
18,0.207424,0.197204
19,0.210387,0.204832
20,0.200424,0.189613
21,0.201690,0.198424
22,0.193725,0.167907
23,0.176411,0.189584
24,0.184762,0.174820
25,0.185174,0.187276
26,0.182023,0.167085
27,0.176378,0.181424
28,0.175903,0.161221
29,0.169836,0.177036
30,0.171156,0.156013
31,0.164058,0.170662
32,0.164488,0.148841
33,0.155972,0.162648
34,0.156297,0.141010
35,0.147168,0.153570
36,0.147281,0.133153
37,0.138323,0.144126
38,0.138130,0.125731
39,0.129920,0.135852
40,0.130224,0.120101
41,0.123592,0.128573
42,0.123336,0.114549
43,0.117279,0.121957
44,0.117105,0.110177
45,0.112346,0.116823
46,0.112281,0.106666
47,0.108421,0.112788
48,0.108499,0.103855
49,0.105314,0.109121
50,0.105072,0.100947
51,0.102058,0.105741
52,0.101921,0.098645
53,0.099521,0.103155
54,0.099520,0.096850
55,0.097580,0.101220
56,0.097737,0.095506
57,0.096162,0.099454
58,0.096119,0.093982
59,0.094513,0.097773
60,0.094588,0.092859
61,0.093329,0.092557
62,0.089764,0.088823
63,0.088782,0.091201
64,0.088549,0.087855
65,0.087810,0.090247
66,0.087720,0.087227
67,0.087217,0.089724
68,0.087299,0.087005
69,0.087061,0.089402
70,0.087070,0.086751
71,0.086838,0.088932
72,0.086703,0.086378
73,0.086460,0.088592
74,0.086460,0.086444
75,0.086546,0.088386
76,0.086339,0.085975
77,0.086033,0.087492
78,0.085560,0.085527
79,0.085547,0.087022
80,0.085178,0.085475
81,0.085480,0.086996
82,0.085212,0.085469
83,0.085452,0.086566
84,0.084855,0.085013
85,0.084957,0.085667
86,0.084042,0.084065
87,0.083961,0.084332
88,0.082808,0.083056
89,0.082917,0.083406
90,0.081961,0.082065
91,0.081898,0.082118
92,0.080766,0.081051
93,0.080870,0.081230
94,0.079949,0.080080
95,0.079892,0.080038
96,0.078840,0.079117
97,0.078933,0.079232
98,0.078095,0.078223
99,0.078047,0.078173
100,0.077106,0.077367
101,0.077207,0.077486
102,0.076469,0.073959
103,0.073742,0.073989
104,0.073170,0.073323
105,0.073142,0.073486
106,0.072713,0.072986
107,0.072844,0.073298
108,0.072551,0.072783
109,0.072681,0.073039
110,0.072319,0.072488
111,0.072423,0.072680
112,0.071986,0.072070
113,0.072040,0.072197
114,0.071531,0.071513
115,0.071515,0.071577
116,0.070942,0.071038
117,0.071075,0.071287
118,0.070668,0.070670
119,0.070740,0.070854
120,0.070254,0.070145
121,0.070245,0.070259
122,0.069682,0.069693
123,0.069826,0.070002
124,0.069436,0.069349
125,0.069513,0.069587
126,0.069036,0.068833
127,0.069025,0.068995
128,0.068465,0.068389
129,0.068611,0.068756
130,0.068233,0.068050
131,0.068301,0.068337
132,0.067828,0.067521
133,0.067795,0.067724
134,0.067235,0.067059
135,0.067360,0.067464
136,0.066984,0.064204
137,0.064440,0.064439
138,0.064077,0.063868
139,0.064136,0.064272
140,0.063922,0.063662
