sep=,
Epoch,Training Error,Validation Error
265,0.071372,0.068875
266,0.071444,0.069667
267,0.071529,0.068934
268,0.071541,0.069677
269,0.071550,0.068841
270,0.071454,0.069461
271,0.071348,0.068623
272,0.071220,0.069252
273,0.071154,0.068486
274,0.071085,0.069161
275,0.071076,0.068450
276,0.071070,0.069209
277,0.071132,0.068539
278,0.071199,0.069344
279,0.071272,0.068559
280,0.071242,0.069265
281,0.071203,0.068442
282,0.071123,0.069169
283,0.071116,0.068391
284,0.071083,0.069178
285,0.071131,0.068436
286,0.071155,0.068407
287,0.070390,0.067218
288,0.069703,0.067584
289,0.069617,0.067072
290,0.069567,0.067499
291,0.069547,0.067025
292,0.069550,0.067524
293,0.069580,0.067035
294,0.069600,0.067543
295,0.069609,0.067005
296,0.069595,0.067485
297,0.069564,0.066940
298,0.069544,0.067457
299,0.069547,0.066932
300,0.069565,0.067470
301,0.069567,0.066888
302,0.069537,0.067375
303,0.069485,0.066789
304,0.069440,0.067297
305,0.069418,0.066740
306,0.069405,0.067290
307,0.069418,0.066752
308,0.069444,0.067319
309,0.069453,0.066715
310,0.069420,0.066756
311,0.068928,0.066251
312,0.068867,0.066648
313,0.068832,0.066182
314,0.068809,0.066614
315,0.068806,0.066163
316,0.068815,0.066648
317,0.068844,0.066173
318,0.068853,0.066644
319,0.068845,0.066120
320,0.068810,0.066578
321,0.068789,0.066074
322,0.068775,0.066562
323,0.068779,0.066070
324,0.068792,0.066565
325,0.068786,0.066017
326,0.068747,0.066494
327,0.068724,0.065968
328,0.068705,0.066471
329,0.068705,0.065958
330,0.068712,0.066460
331,0.068698,0.065891
332,0.068646,0.066364
333,0.068611,0.065821
334,0.068578,0.066312
335,0.068565,0.065789
336,0.068556,0.066311
337,0.068567,0.065797
338,0.068583,0.066320
339,0.068578,0.065427
340,0.068134,0.065497
341,0.067820,0.065143
342,0.067788,0.065444
343,0.067773,0.065102
344,0.067763,0.065435
345,0.067767,0.065091
346,0.067777,0.065446
347,0.067780,0.065066
348,0.067769,0.065405
349,0.067746,0.065016
350,0.067727,0.065370
351,0.067717,0.064986
352,0.067711,0.065366
