sep=,
x1,x2,resut,ideal
-2.760794,-1.618396,-0.036045,0.017684
-2.697327,-1.618396,-0.031038,0.020450
-2.633861,-1.618396,-0.023798,0.023134
-2.570394,-1.618396,-0.014628,0.025725
-2.506927,-1.618396,-0.006282,0.028212
-2.443461,-1.618396,0.000974,0.030585
-2.379994,-1.618396,0.007204,0.032835
-2.316528,-1.618396,0.012519,0.034953
-2.253061,-1.618396,0.017068,0.036931
-2.189595,-1.618396,0.020994,0.038759
-2.126128,-1.618396,0.024446,0.040432
-2.062662,-1.618396,0.027575,0.041941
-1.999195,-1.618396,0.030544,0.043282
-1.935729,-1.618396,0.033530,0.044449
-1.872262,-1.618396,0.036729,0.045436
-1.808796,-1.618396,0.040389,0.046241
-1.745329,-1.618396,0.045014,0.046859
-1.681863,-1.618396,0.051373,0.047289
-1.618396,-1.618396,0.060420,0.047528
-1.554930,-1.618396,0.071537,0.047576
-1.491463,-1.618396,0.082121,0.047432
-1.427997,-1.618396,0.092238,0.047098
-1.364530,-1.618396,0.102203,0.046573
-1.301064,-1.618396,0.113321,0.045861
-1.237597,-1.618396,0.127625,0.044965
-1.174131,-1.618396,0.145683,0.043887
-1.110664,-1.618396,0.168119,0.042633
-1.047198,-1.618396,0.194750,0.041207
-0.983731,-1.618396,0.216870,0.039615
-0.920265,-1.618396,0.233118,0.037864
-0.856798,-1.618396,0.244457,0.035960
-0.793331,-1.618396,0.251578,0.033911
-0.729865,-1.618396,0.254976,0.031726
-0.666398,-1.618396,0.255003,0.029413
-0.602932,-1.618396,0.251896,0.026982
-0.539465,-1.618396,0.245800,0.024442
-0.475999,-1.618396,0.236774,0.021803
-0.412532,-1.618396,0.224800,0.019077
-0.349066,-1.618396,0.209780,0.016274
-0.285599,-1.618396,0.191526,0.013405
-0.222133,-1.618396,0.168775,0.010483
-0.158666,-1.618396,0.139971,0.007518
-0.095200,-1.618396,0.108075,0.004523
-0.031733,-1.618396,0.072684,0.001510
0.031733,-1.618396,0.032943,-0.001510
0.095200,-1.618396,-0.010636,-0.004523
0.158666,-1.618396,-0.051829,-0.007518
0.222133,-1.618396,-0.089517,-0.010483
0.285599,-1.618396,-0.123886,-0.013405
0.349066,-1.618396,-0.155054,-0.016274
0.412532,-1.618396,-0.183072,-0.019077
0.475999,-1.618396,-0.207931,-0.021803
0.539465,-1.618396,-0.229553,-0.024442
0.602932,-1.618396,-0.247789,-0.026982
0.666398,-1.618396,-0.262407,-0.029413
0.729865,-1.618396,-0.273081,-0.031726
0.793331,-1.618396,-0.279321,-0.033911
0.856798,-1.618396,-0.280261,-0.035960
0.920265,-1.618396,-0.275025,-0.037864
0.983731,-1.618396,-0.262491,-0.039615
1.047198,-1.618396,-0.240926,-0.041207
1.110664,-1.618396,-0.209259,-0.042633
1.174131,-1.618396,-0.178009,-0.043887
1.237597,-1.618396,-0.148812,-0.044965
1.301064,-1.618396,-0.120380,-0.045861
1.364530,-1.618396,-0.091477,-0.046573
1.427997,-1.618396,-0.064875,-0.047098
1.491463,-1.618396,-0.042064,-0.047432
1.554930,-1.618396,-0.022170,-0.047576
1.618396,-1.618396,-0.005069,-0.047528
1.681863,-1.618396,0.009138,-0.047289
1.745329,-1.618396,0.020215,-0.046859
1.808796,-1.618396,0.028292,-0.046241
1.872262,-1.618396,0.034609,-0.045436
1.935729,-1.618396,0.039792,-0.044449
1.999195,-1.618396,0.044086,-0.043282
2.062662,-1.618396,0.048914,-0.041941
2.126128,-1.618396,0.056356,-0.040432
2.189595,-1.618396,0.066755,-0.038759
2.253061,-1.618396,0.077570,-0.036931
2.316528,-1.618396,0.084343,-0.034953
2.379994,-1.618396,0.087794,-0.032835
2.443461,-1.618396,0.088545,-0.030585
2.506927,-1.618396,0.087072,-0.028212
2.570394,-1.618396,0.083748,-0.025725
2.633861,-1.618396,0.078957,-0.023134
2.697327,-1.618396,0.072970,-0.020450
2.760794,-1.618396,0.065985,-0.017684
2.824260,-1.618396,0.058162,-0.014847
2.887727,-1.618396,0.049631,-0.011950
2.951193,-1.618396,0.040498,-0.009005
3.014660,-1.618396,0.030853,-0.006024
3.078126,-1.618396,0.020769,-0.003018
3.141593,-1.618396,0.010310,0.000000
-3.141593,-1.554930,-0.067535,-0.000000
-3.078126,-1.554930,-0.071640,-0.001006
-3.014660,-1.554930,-0.075139,-0.002009
-2.951193,-1.554930,-0.077954,-0.003003
-2.887727,-1.554930,-0.079990,-0.003985
-2.824260,-1.554930,-0.081138,-0.004951
-2.760794,-1.554930,-0.081245,-0.005897
-2.697327,-1.554930,-0.079894,-0.006819
-2.633861,-1.554930,-0.076806,-0.007714
-2.570394,-1.554930,-0.071737,-0.008578
-2.506927,-1.554930,-0.064390,-0.009407
-2.443461,-1.554930,-0.056216,-0.010198
-2.379994,-1.554930,-0.049168,-0.010949
-2.316528,-1.554930,-0.043142,-0.011655
-2.253061,-1.554930,-0.038024,-0.012314
-2.189595,-1.554930,-0.033698,-0.012924
-2.126128,-1.554930,-0.030040,-0.013482
-2.062662,-1.554930,-0.026921,-0.013985
-1.999195,-1.554930,-0.024198,-0.014432
-1.935729,-1.554930,-0.021717,-0.014821
-1.872262,-1.554930,-0.019305,-0.015150
-1.808796,-1.554930,-0.016766,-0.015419
-1.745329,-1.554930,-0.013863,-0.015625
-1.681863,-1.554930,-0.009657,-0.015768
-1.618396,-1.554930,-0.002816,-0.015848
-1.554930,-1.554930,0.006928,-0.015864
-1.491463,-1.554930,0.018792,-0.015816
-1.427997,-1.554930,0.029968,-0.015704
-1.364530,-1.554930,0.040555,-0.015530
-1.301064,-1.554930,0.052151,-0.015292
-1.237597,-1.554930,0.066664,-0.014993
-1.174131,-1.554930,0.084644,-0.014634
-1.110664,-1.554930,0.106699,-0.014216
-1.047198,-1.554930,0.133515,-0.013740
-0.983731,-1.554930,0.162951,-0.013210
-0.920265,-1.554930,0.185873,-0.012626
-0.856798,-1.554930,0.202750,-0.011991
-0.793331,-1.554930,0.214569,-0.011308
-0.729865,-1.554930,0.222034,-0.010579
-0.666398,-1.554930,0.225652,-0.009808
-0.602932,-1.554930,0.225776,-0.008997
-0.539465,-1.554930,0.222644,-0.008150
-0.475999,-1.554930,0.216394,-0.007270
-0.412532,-1.554930,0.207075,-0.006361
-0.349066,-1.554930,0.194652,-0.005426
-0.285599,-1.554930,0.179001,-0.004470
-0.222133,-1.554930,0.159332,-0.003495
-0.158666,-1.554930,0.133390,-0.002507
-0.095200,-1.554930,0.104098,-0.001508
-0.031733,-1.554930,0.071360,-0.000503
0.031733,-1.554930,0.034379,0.000503
0.095200,-1.554930,-0.006218,0.001508
0.158666,-1.554930,-0.044766,0.002507
0.222133,-1.554930,-0.080007,0.003495
0.285599,-1.554930,-0.112049,0.004470
0.349066,-1.554930,-0.140944,0.005426
0.412532,-1.554930,-0.166683,0.006361
0.475999,-1.554930,-0.189193,0.007270
0.539465,-1.554930,-0.208335,0.008150
0.602932,-1.554930,-0.223889,0.008997
0.666398,-1.554930,-0.235544,0.009808
0.729865,-1.554930,-0.242874,0.010579
0.793331,-1.554930,-0.245136,0.011308
0.856798,-1.554930,-0.241359,0.011991
0.920265,-1.554930,-0.230472,0.012626
0.983731,-1.554930,-0.210955,0.013210
1.047198,-1.554930,-0.180396,0.013740
1.110664,-1.554930,-0.146359,0.014216
1.174131,-1.554930,-0.114759,0.014634
1.237597,-1.554930,-0.084233,0.014993
1.301064,-1.554930,-0.053377,0.015292
1.364530,-1.554930,-0.024073,0.015530
1.427997,-1.554930,0.001141,0.015704
1.491463,-1.554930,0.022029,0.015816
1.554930,-1.554930,0.039182,0.015864
1.618396,-1.554930,0.053246,0.015848
1.681863,-1.554930,0.064402,0.015768
1.745329,-1.554930,0.072853,0.015625
1.808796,-1.554930,0.079801,0.015419
1.872262,-1.554930,0.085748,0.015150
1.935729,-1.554930,0.090945,0.014821
1.999195,-1.554930,0.095677,0.014432
2.062662,-1.554930,0.102092,0.013985
2.126128,-1.554930,0.111526,0.013482
2.189595,-1.554930,0.120127,0.012924
2.253061,-1.554930,0.124878,0.012314
2.316528,-1.554930,0.126548,0.011655
2.379994,-1.554930,0.125712,0.010949
2.443461,-1.554930,0.122809,0.010198
2.506927,-1.554930,0.118233,0.009407
2.570394,-1.554930,0.112341,0.008578
2.633861,-1.554930,0.105361,0.007714
2.697327,-1.554930,0.097474,0.006819
2.760794,-1.554930,0.088826,0.005897
2.824260,-1.554930,0.079538,0.004951
2.887727,-1.554930,0.069707,0.003985
2.951193,-1.554930,0.059417,0.003003
3.014660,-1.554930,0.048735,0.002009
3.078126,-1.554930,0.037719,0.001006
3.141593,-1.554930,0.026417,-0.000000
-3.141593,-1.491463,-0.094671,-0.000000
-3.078126,-1.491463,-0.100302,-0.005026
-3.014660,-1.491463,-0.105473,-0.010032
-2.951193,-1.491463,-0.110126,-0.014998
-2.887727,-1.491463,-0.114189,-0.019903
-2.824260,-1.491463,-0.117583,-0.024729
-2.760794,-1.491463,-0.120212,-0.029454
-2.697327,-1.491463,-0.121787,-0.034061
-2.633861,-1.491463,-0.122001,-0.038531
-2.570394,-1.491463,-0.120666,-0.042846
-2.506927,-1.491463,-0.117570,-0.046988
-2.443461,-1.491463,-0.112456,-0.050941
-2.379994,-1.491463,-0.105235,-0.054689
-2.316528,-1.491463,-0.098389,-0.058216
-2.253061,-1.491463,-0.092610,-0.061510
-2.189595,-1.491463,-0.087792,-0.064555
-2.126128,-1.491463,-0.083822,-0.067341
-2.062662,-1.491463,-0.080584,-0.069855
-1.999195,-1.491463,-0.077955,-0.072088
-1.935729,-1.491463,-0.075805,-0.074031
-1.872262,-1.491463,-0.073988,-0.075676
-1.808796,-1.491463,-0.072346,-0.077016
-1.745329,-1.491463,-0.070699,-0.078046
-1.681863,-1.491463,-0.068570,-0.078762
-1.618396,-1.491463,-0.064453,-0.079160
-1.554930,-1.491463,-0.057832,-0.079240
-1.491463,-1.491463,-0.048434,-0.079001
-1.427997,-1.491463,-0.036853,-0.078443
-1.364530,-1.491463,-0.025808,-0.077570
-1.301064,-1.491463,-0.013673,-0.076384
-1.237597,-1.491463,0.001352,-0.074891
-1.174131,-1.491463,0.019713,-0.073097
-1.110664,-1.491463,0.041829,-0.071007
-1.047198,-1.491463,0.068370,-0.068632
-0.983731,-1.491463,0.100102,-0.065981
-0.920265,-1.491463,0.131446,-0.063064
-0.856798,-1.491463,0.155192,-0.059893
-0.793331,-1.491463,0.172722,-0.056481
-0.729865,-1.491463,0.185046,-0.052841
-0.666398,-1.491463,0.192885,-0.048989
-0.602932,-1.491463,0.196755,-0.044939
-0.539465,-1.491463,0.197014,-0.040709
-0.475999,-1.491463,0.193900,-0.036314
-0.412532,-1.491463,0.187545,-0.031774
-0.349066,-1.491463,0.177989,-0.027105
-0.285599,-1.491463,0.165180,-0.022327
-0.222133,-1.491463,0.148713,-0.017460
-0.158666,-1.491463,0.125973,-0.012522
-0.095200,-1.491463,0.099518,-0.007533
-0.031733,-1.491463,0.069644,-0.002514
0.031733,-1.491463,0.035622,0.002514
0.095200,-1.491463,-0.001764,0.007533
0.158666,-1.491463,-0.037441,0.012522
0.222133,-1.491463,-0.070011,0.017460
0.285599,-1.491463,-0.099499,0.022327
0.349066,-1.491463,-0.125884,0.027105
0.412532,-1.491463,-0.149087,0.031774
0.475999,-1.491463,-0.168968,0.036314
0.539465,-1.491463,-0.185311,0.040709
0.602932,-1.491463,-0.197816,0.044939
0.666398,-1.491463,-0.206070,0.048989
0.729865,-1.491463,-0.209487,0.052841
0.793331,-1.491463,-0.207052,0.056481
0.856798,-1.491463,-0.197688,0.059893
0.920265,-1.491463,-0.180000,0.063064
0.983731,-1.491463,-0.151721,0.065981
1.047198,-1.491463,-0.115114,0.068632
1.110664,-1.491463,-0.080787,0.071007
1.174131,-1.491463,-0.047872,0.073097
1.237597,-1.491463,-0.014885,0.074891
1.301064,-1.491463,0.017040,0.076384
1.364530,-1.491463,0.043432,0.077570
1.427997,-1.491463,0.064988,0.078443
1.491463,-1.491463,0.082419,0.079001
1.554930,-1.491463,0.096340,0.079240
1.618396,-1.491463,0.107526,0.079160
1.681863,-1.491463,0.116299,0.078762
1.745329,-1.491463,0.123787,0.078046
1.808796,-1.491463,0.130402,0.077016
1.872262,-1.491463,0.136400,0.075676
1.935729,-1.491463,0.142031,0.074031
1.999195,-1.491463,0.147845,0.072088
2.062662,-1.491463,0.156126,0.069855
2.126128,-1.491463,0.162445,0.067341
2.189595,-1.491463,0.165206,0.064555
2.253061,-1.491463,0.165116,0.061510
2.316528,-1.491463,0.162705,0.058216
2.379994,-1.491463,0.158396,0.054689
2.443461,-1.491463,0.152611,0.050941
2.506927,-1.491463,0.145634,0.046988
2.570394,-1.491463,0.137670,0.042846
2.633861,-1.491463,0.128887,0.038531
2.697327,-1.491463,0.119420,0.034061
2.760794,-1.491463,0.109378,0.029454
2.824260,-1.491463,0.098853,0.024729
2.887727,-1.491463,0.087919,0.019903
2.951193,-1.491463,0.076639,0.014998
3.014660,-1.491463,0.065066,0.010032
3.078126,-1.491463,0.053245,0.005026
3.141593,-1.491463,0.041212,-0.000000
-3.141593,-1.427997,-0.118755,-0.000000
-3.078126,-1.427997,-0.125672,-0.009026
-3.014660,-1.427997,-0.132244,-0.018016
-2.951193,-1.427997,-0.138428,-0.026933
-2.887727,-1.427997,-0.144170,-0.035742
-2.824260,-1.427997,-0.149412,-0.044407
-2.760794,-1.427997,-0.154083,-0.052893
-2.697327,-1.427997,-0.158012,-0.061166
-2.633861,-1.427997,-0.160889,-0.069193
-2.570394,-1.427997,-0.162549,-0.076941
-2.506927,-1.427997,-0.162825,-0.084380
-2.443461,-1.427997,-0.161533,-0.091478
-2.379994,-1.427997,-0.158452,-0.098208
-2.316528,-1.427997,-0.153310,-0.104543
-2.253061,-1.427997,-0.146787,-0.110457
-2.189595,-1.427997,-0.141251,-0.115926
-2.126128,-1.427997,-0.136727,-0.120929
-2.062662,-1.427997,-0.133111,-0.125444
-1.999195,-1.427997,-0.130291,-0.129454
-1.935729,-1.427997,-0.128153,-0.132943
-1.872262,-1.427997,-0.126575,-0.135897
-1.808796,-1.427997,-0.125423,-0.138303
-1.745329,-1.427997,-0.124551,-0.140153
-1.681863,-1.427997,-0.123631,-0.141438
-1.618396,-1.427997,-0.121495,-0.142154
-1.554930,-1.427997,-0.117482,-0.142297
-1.491463,-1.427997,-0.111127,-0.141867
-1.427997,-1.427997,-0.102165,-0.140866
-1.364530,-1.427997,-0.091166,-0.139298
-1.301064,-1.427997,-0.079135,-0.137169
-1.237597,-1.427997,-0.064887,-0.134488
-1.174131,-1.427997,-0.047685,-0.131265
-1.110664,-1.427997,-0.026630,-0.127513
-1.047198,-1.427997,-0.000575,-0.123248
-0.983731,-1.427997,0.031019,-0.118487
-0.920265,-1.427997,0.067929,-0.113249
-0.856798,-1.427997,0.100382,-0.107554
-0.793331,-1.427997,0.124984,-0.101427
-0.729865,-1.427997,0.143204,-0.094891
-0.666398,-1.427997,0.156077,-0.087973
-0.602932,-1.427997,0.164340,-0.080701
-0.539465,-1.427997,0.168520,-0.073104
-0.475999,-1.427997,0.168981,-0.065212
-0.412532,-1.427997,0.165963,-0.057058
-0.349066,-1.427997,0.159596,-0.048675
-0.285599,-1.427997,0.149911,-0.040095
-0.222133,-1.427997,0.136785,-0.031353
-0.158666,-1.427997,0.117627,-0.022486
-0.095200,-1.427997,0.094274,-0.013528
-0.031733,-1.427997,0.067503,-0.004515
0.031733,-1.427997,0.036661,0.004515
0.095200,-1.427997,0.002729,0.013528
0.158666,-1.427997,-0.029821,0.022486
0.222133,-1.427997,-0.059470,0.031353
0.285599,-1.427997,-0.086147,0.040095
0.349066,-1.427997,-0.109750,0.048675
0.412532,-1.427997,-0.130124,0.057058
0.475999,-1.427997,-0.147047,0.065212
0.539465,-1.427997,-0.160218,0.073104
0.602932,-1.427997,-0.169232,0.080701
0.666398,-1.427997,-0.173554,0.087973
0.729865,-1.427997,-0.172315,0.094891
0.793331,-1.427997,-0.164328,0.101427
0.856798,-1.427997,-0.148257,0.107554
0.920265,-1.427997,-0.122115,0.113249
0.983731,-1.427997,-0.084535,0.118487
1.047198,-1.427997,-0.047111,0.123248
1.110664,-1.427997,-0.011470,0.127513
1.174131,-1.427997,0.023398,0.131265
1.237597,-1.427997,0.055930,0.134488
1.301064,-1.427997,0.082984,0.137169
1.364530,-1.427997,0.105264,0.139298
1.427997,-1.427997,0.123495,0.140866
1.491463,-1.427997,0.138194,0.141867
1.554930,-1.427997,0.149722,0.142297
1.618396,-1.427997,0.158764,0.142154
1.681863,-1.427997,0.166706,0.141438
1.745329,-1.427997,0.173901,0.140153
1.808796,-1.427997,0.180607,0.138303
1.872262,-1.427997,0.187080,0.135897
1.935729,-1.427997,0.193584,0.132943
1.999195,-1.427997,0.200513,0.129454
2.062662,-1.427997,0.204586,0.125444
2.126128,-1.427997,0.205379,0.120929
2.189595,-1.427997,0.203542,0.115926
2.253061,-1.427997,0.199566,0.110457
2.316528,-1.427997,0.193904,0.104543
2.379994,-1.427997,0.186926,0.098208
2.443461,-1.427997,0.178872,0.091478
2.506927,-1.427997,0.169932,0.084380
2.570394,-1.427997,0.160257,0.076941
2.633861,-1.427997,0.149973,0.069193
2.697327,-1.427997,0.139179,0.061166
2.760794,-1.427997,0.127959,0.052893
2.824260,-1.427997,0.116381,0.044407
2.887727,-1.427997,0.104502,0.035742
2.951193,-1.427997,0.092371,0.026933
3.014660,-1.427997,0.080027,0.018016
3.078126,-1.427997,0.067506,0.009026
3.141593,-1.427997,0.054835,-0.000000
-3.141593,-1.364530,-0.140192,-0.000000
-3.078126,-1.364530,-0.148200,-0.012990
-3.014660,-1.364530,-0.155957,-0.025927
-2.951193,-1.364530,-0.163428,-0.038760
-2.887727,-1.364530,-0.170574,-0.051437
-2.824260,-1.364530,-0.177352,-0.063907
-2.760794,-1.364530,-0.183710,-0.076119
-2.697327,-1.364530,-0.189560,-0.088025
-2.633861,-1.364530,-0.194602,-0.099576
-2.570394,-1.364530,-0.198695,-0.110727
-2.506927,-1.364530,-0.201697,-0.121431
-2.443461,-1.364530,-0.203464,-0.131647
-2.379994,-1.364530,-0.203834,-0.141333
-2.316528,-1.364530,-0.202617,-0.150449
-2.253061,-1.364530,-0.199578,-0.158960
-2.189595,-1.364530,-0.194459,-0.166831
-2.126128,-1.364530,-0.189160,-0.174029
-2.062662,-1.364530,-0.184929,-0.180528
-1.999195,-1.364530,-0.181665,-0.186299
-1.935729,-1.364530,-0.179264,-0.191320
-1.872262,-1.364530,-0.177619,-0.195570
-1.808796,-1.364530,-0.176616,-0.199033
-1.745329,-1.364530,-0.176133,-0.201695
-1.681863,-1.364530,-0.175929,-0.203545
-1.618396,-1.364530,-0.174985,-0.204575
-1.554930,-1.364530,-0.172815,-0.204781
-1.491463,-1.364530,-0.168956,-0.204163
-1.427997,-1.364530,-0.162917,-0.202722
-1.364530,-1.364530,-0.154318,-0.200465
-1.301064,-1.364530,-0.142124,-0.197401
-1.237597,-1.364530,-0.128129,-0.193542
-1.174131,-1.364530,-0.111860,-0.188904
-1.110664,-1.364530,-0.092530,-0.183505
-1.047198,-1.364530,-0.069172,-0.177368
-0.983731,-1.364530,-0.040536,-0.170516
-0.920265,-1.364530,-0.004926,-0.162977
-0.856798,-1.364530,0.036389,-0.154783
-0.793331,-1.364530,0.069944,-0.145965
-0.729865,-1.364530,0.095453,-0.136559
-0.666398,-1.364530,0.114421,-0.126603
-0.602932,-1.364530,0.127909,-0.116138
-0.539465,-1.364530,0.136675,-0.105205
-0.475999,-1.364530,0.141257,-0.093848
-0.412532,-1.364530,0.142030,-0.082113
-0.349066,-1.364530,0.139238,-0.070048
-0.285599,-1.364530,0.133014,-0.057701
-0.222133,-1.364530,0.123389,-0.045121
-0.158666,-1.364530,0.108244,-0.032360
-0.095200,-1.364530,0.088295,-0.019468
-0.031733,-1.364530,0.064898,-0.006498
0.031733,-1.364530,0.037484,0.006498
0.095200,-1.364530,0.007239,0.019468
0.158666,-1.364530,-0.021869,0.032360
0.222133,-1.364530,-0.048315,0.045121
0.285599,-1.364530,-0.071890,0.057701
0.349066,-1.364530,-0.092400,0.070048
0.412532,-1.364530,-0.109603,0.082113
0.475999,-1.364530,-0.123182,0.093848
0.539465,-1.364530,-0.132731,0.105205
0.602932,-1.364530,-0.137720,0.116138
0.666398,-1.364530,-0.137426,0.126603
0.729865,-1.364530,-0.130638,0.136559
0.793331,-1.364530,-0.116003,0.145965
0.856798,-1.364530,-0.091725,0.154783
0.920265,-1.364530,-0.054939,0.162977
0.983731,-1.364530,-0.014001,0.170516
1.047198,-1.364530,0.024153,0.177368
1.110664,-1.364530,0.059245,0.183505
1.174131,-1.364530,0.092151,0.188904
1.237597,-1.364530,0.119954,0.193542
1.301064,-1.364530,0.143017,0.197401
1.364530,-1.364530,0.162085,0.200465
1.427997,-1.364530,0.177691,0.202722
1.491463,-1.364530,0.190212,0.204163
1.554930,-1.364530,0.200198,0.204781
1.618396,-1.364530,0.208693,0.204575
1.681863,-1.364530,0.216384,0.203545
1.745329,-1.364530,0.223713,0.201695
1.808796,-1.364530,0.230941,0.199033
1.872262,-1.364530,0.238338,0.195570
1.935729,-1.364530,0.244763,0.191320
1.999195,-1.364530,0.246614,0.186299
2.062662,-1.364530,0.245453,0.180528
2.126128,-1.364530,0.241878,0.174029
2.189595,-1.364530,0.236367,0.166831
2.253061,-1.364530,0.229385,0.158960
2.316528,-1.364530,0.221222,0.150449
2.379994,-1.364530,0.212097,0.141333
2.443461,-1.364530,0.202182,0.131647
2.506927,-1.364530,0.191618,0.121431
2.570394,-1.364530,0.180516,0.110727
2.633861,-1.364530,0.168969,0.099576
2.697327,-1.364530,0.157051,0.088025
2.760794,-1.364530,0.144826,0.076119
2.824260,-1.364530,0.132346,0.063907
2.887727,-1.364530,0.119653,0.051437
2.951193,-1.364530,0.106785,0.038760
3.014660,-1.364530,0.093771,0.025927
3.078126,-1.364530,0.080638,0.012990
3.141593,-1.364530,0.067408,-0.000000
-3.141593,-1.301064,-0.159312,-0.000000
-3.078126,-1.301064,-0.168253,-0.016901
-3.014660,-1.301064,-0.177016,-0.033734
-2.951193,-1.301064,-0.185578,-0.050431
-2.887727,-1.301064,-0.193909,-0.066924
-2.824260,-1.301064,-0.201976,-0.083149
-2.760794,-1.301064,-0.209742,-0.099038
-2.697327,-1.301064,-0.217162,-0.114529
-2.633861,-1.301064,-0.224014,-0.129559
-2.570394,-1.301064,-0.230096,-0.144067
-2.506927,-1.301064,-0.235328,-0.157994
-2.443461,-1.301064,-0.239585,-0.171286
-2.379994,-1.301064,-0.242739,-0.183888
-2.316528,-1.301064,-0.244651,-0.195749
-2.253061,-1.301064,-0.245155,-0.206823
-2.189595,-1.301064,-0.244048,-0.217063
-2.126128,-1.301064,-0.241084,-0.226430
-2.062662,-1.301064,-0.236428,-0.234884
-1.999195,-1.301064,-0.232488,-0.242393
-1.935729,-1.301064,-0.229576,-0.248926
-1.872262,-1.301064,-0.227597,-0.254456
-1.808796,-1.301064,-0.226448,-0.258962
-1.745329,-1.301064,-0.226027,-0.262425
-1.681863,-1.301064,-0.226141,-0.264832
-1.618396,-1.301064,-0.225898,-0.266172
-1.554930,-1.301064,-0.224860,-0.266440
-1.491463,-1.301064,-0.222720,-0.265636
-1.427997,-1.301064,-0.219064,-0.263761
-1.364530,-1.301064,-0.213153,-0.260825
-1.301064,-1.301064,-0.203131,-0.256839
-1.237597,-1.301064,-0.189094,-0.251818
-1.174131,-1.301064,-0.173214,-0.245783
-1.110664,-1.301064,-0.154966,-0.238759
-1.047198,-1.301064,-0.133508,-0.230773
-0.983731,-1.301064,-0.107791,-0.221858
-0.920265,-1.301064,-0.076439,-0.212050
-0.856798,-1.301064,-0.037562,-0.201387
-0.793331,-1.301064,0.005662,-0.189914
-0.729865,-1.301064,0.040380,-0.177676
-0.666398,-1.301064,0.066866,-0.164723
-0.602932,-1.301064,0.086666,-0.151107
-0.539465,-1.301064,0.100869,-0.136882
-0.475999,-1.301064,0.110255,-0.122105
-0.412532,-1.301064,0.115381,-0.106837
-0.349066,-1.301064,0.116635,-0.091139
-0.285599,-1.301064,0.114274,-0.075074
-0.222133,-1.301064,0.108442,-0.058707
-0.158666,-1.301064,0.097696,-0.042103
-0.095200,-1.301064,0.081500,-0.025330
-0.031733,-1.301064,0.061785,-0.008455
0.031733,-1.301064,0.038077,0.008455
0.095200,-1.301064,0.011774,0.025330
0.158666,-1.301064,-0.013540,0.042103
0.222133,-1.301064,-0.036468,0.058707
0.285599,-1.301064,-0.056607,0.075074
0.349066,-1.301064,-0.073665,0.091139
0.412532,-1.301064,-0.087295,0.106837
0.475999,-1.301064,-0.097072,0.122105
0.539465,-1.301064,-0.102459,0.136882
0.602932,-1.301064,-0.102767,0.151107
0.666398,-1.301064,-0.096951,0.164723
0.729865,-1.301064,-0.083534,0.177676
0.793331,-1.301064,-0.060813,0.189914
0.856798,-1.301064,-0.026130,0.201387
0.920265,-1.301064,0.017872,0.212050
0.983731,-1.301064,0.057042,0.221858
1.047198,-1.301064,0.092493,0.230773
1.110664,-1.301064,0.125802,0.238759
1.174131,-1.301064,0.154456,0.245783
1.237597,-1.301064,0.178374,0.251818
1.301064,-1.301064,0.198328,0.256839
1.364530,-1.301064,0.214870,0.260825
1.427997,-1.301064,0.228395,0.263761
1.491463,-1.301064,0.239547,0.265636
1.554930,-1.301064,0.249283,0.266440
1.618396,-1.301064,0.257926,0.266172
1.681863,-1.301064,0.265854,0.264832
1.745329,-1.301064,0.273755,0.262425
1.808796,-1.301064,0.281964,0.258962
1.872262,-1.301064,0.288286,0.254456
1.935729,-1.301064,0.288592,0.248926
1.999195,-1.301064,0.285485,0.242393
2.062662,-1.301064,0.280175,0.234884
2.126128,-1.301064,0.273183,0.226430
2.189595,-1.301064,0.264888,0.217063
2.253061,-1.301064,0.255544,0.206823
2.316528,-1.301064,0.245348,0.195749
2.379994,-1.301064,0.234459,0.183888
2.443461,-1.301064,0.223001,0.171286
2.506927,-1.301064,0.211079,0.157994
2.570394,-1.301064,0.198774,0.144067
2.633861,-1.301064,0.186156,0.129559
2.697327,-1.301064,0.173280,0.114529
2.760794,-1.301064,0.160193,0.099038
2.824260,-1.301064,0.146934,0.083149
2.887727,-1.301064,0.133535,0.066924
2.951193,-1.301064,0.120025,0.050431
3.014660,-1.301064,0.106426,0.033734
3.078126,-1.301064,0.092757,0.016901
3.141593,-1.301064,0.079035,-0.000000
-3.141593,-1.237597,-0.176387,-0.000000
-3.078126,-1.237597,-0.186129,-0.020744
-3.014660,-1.237597,-0.195755,-0.041404
-2.951193,-1.237597,-0.205247,-0.061898
-2.887727,-1.237597,-0.214584,-0.082142
-2.824260,-1.237597,-0.223742,-0.102056
-2.760794,-1.237597,-0.232692,-0.121559
-2.697327,-1.237597,-0.241404,-0.140572
-2.633861,-1.237597,-0.249771,-0.159019
-2.570394,-1.237597,-0.257525,-0.176826
-2.506927,-1.237597,-0.264592,-0.193921
-2.443461,-1.237597,-0.270899,-0.210235
-2.379994,-1.237597,-0.276335,-0.225703
-2.316528,-1.237597,-0.280789,-0.240261
-2.253061,-1.237597,-0.284141,-0.253853
-2.189595,-1.237597,-0.286245,-0.266422
-2.126128,-1.237597,-0.286927,-0.277918
-2.062662,-1.237597,-0.285974,-0.288295
-1.999195,-1.237597,-0.283126,-0.297511
-1.935729,-1.237597,-0.279491,-0.305530
-1.872262,-1.237597,-0.276934,-0.312318
-1.808796,-1.237597,-0.275380,-0.317848
-1.745329,-1.237597,-0.274735,-0.322099
-1.681863,-1.237597,-0.274835,-0.325053
-1.618396,-1.237597,-0.274884,-0.326698
-1.554930,-1.237597,-0.274502,-0.327027
