sep=,
x1,x2,resut,ideal
-0.983731,-2.951193,0.644656,0.817524
-0.920265,-2.951193,0.623294,0.781381
-0.856798,-2.951193,0.600522,0.742092
-0.793331,-2.951193,0.576170,0.699815
-0.729865,-2.951193,0.550032,0.654720
-0.666398,-2.951193,0.521858,0.606988
-0.602932,-2.951193,0.491333,0.556812
-0.539465,-2.951193,0.457595,0.504395
-0.475999,-2.951193,0.419882,0.449946
-0.412532,-2.951193,0.377536,0.393685
-0.349066,-2.951193,0.329887,0.335839
-0.285599,-2.951193,0.279225,0.276641
-0.222133,-2.951193,0.226027,0.216329
-0.158666,-2.951193,0.169473,0.155146
-0.095200,-2.951193,0.108559,0.093338
-0.031733,-2.951193,0.042005,0.031155
0.031733,-2.951193,-0.030890,-0.031155
0.095200,-2.951193,-0.103429,-0.093338
0.158666,-2.951193,-0.171335,-0.155146
0.222133,-2.951193,-0.233015,-0.216329
0.285599,-2.951193,-0.289508,-0.276641
0.349066,-2.951193,-0.341614,-0.335839
0.412532,-2.951193,-0.389958,-0.393685
0.475999,-2.951193,-0.435034,-0.449946
0.539465,-2.951193,-0.477238,-0.504395
0.602932,-2.951193,-0.516891,-0.556812
0.666398,-2.951193,-0.554251,-0.606988
0.729865,-2.951193,-0.589295,-0.654720
0.793331,-2.951193,-0.622008,-0.699815
0.856798,-2.951193,-0.652611,-0.742092
0.920265,-2.951193,-0.681275,-0.781381
0.983731,-2.951193,-0.708130,-0.817524
1.047198,-2.951193,-0.733270,-0.850375
1.110664,-2.951193,-0.756756,-0.879802
1.174131,-2.951193,-0.778615,-0.905686
1.237597,-2.951193,-0.798843,-0.927923
1.301064,-2.951193,-0.817197,-0.946424
1.364530,-2.951193,-0.832420,-0.961114
1.427997,-2.951193,-0.844468,-0.971934
1.491463,-2.951193,-0.853349,-0.978840
1.554930,-2.951193,-0.859159,-0.981805
1.618396,-2.951193,-0.861923,-0.980817
1.681863,-2.951193,-0.861585,-0.975879
1.745329,-2.951193,-0.857991,-0.967011
1.808796,-2.951193,-0.850881,-0.954250
1.872262,-2.951193,-0.839699,-0.937646
1.935729,-2.951193,-0.823663,-0.917267
1.999195,-2.951193,-0.802396,-0.893194
2.062662,-2.951193,-0.781369,-0.865524
2.126128,-2.951193,-0.761954,-0.834370
2.189595,-2.951193,-0.743602,-0.799856
2.253061,-2.951193,-0.725807,-0.762120
2.316528,-2.951193,-0.708073,-0.721317
2.379994,-2.951193,-0.689899,-0.677608
2.443461,-2.951193,-0.670746,-0.631172
2.506927,-2.951193,-0.650749,-0.582193
2.570394,-2.951193,-0.632404,-0.530871
2.633861,-2.951193,-0.615870,-0.477411
2.697327,-2.951193,-0.601012,-0.422028
2.760794,-2.951193,-0.587686,-0.364946
2.824260,-2.951193,-0.575746,-0.306395
2.887727,-2.951193,-0.565047,-0.246609
2.951193,-2.951193,-0.555445,-0.185831
3.014660,-2.951193,-0.546800,-0.124305
3.078126,-2.951193,-0.538981,-0.062278
3.141593,-2.951193,-0.531861,0.000000
-3.141593,-2.887727,0.608744,0.000000
-3.078126,-2.887727,0.614536,0.061391
-3.014660,-2.887727,0.621128,0.122535
-2.951193,-2.887727,0.628533,0.183185
-2.887727,-2.887727,0.636772,0.243098
-2.824260,-2.887727,0.645868,0.302032
-2.760794,-2.887727,0.655054,0.359750
-2.697327,-2.887727,0.663875,0.416019
-2.633861,-2.887727,0.672417,0.470613
-2.570394,-2.887727,0.680761,0.523313
-2.506927,-2.887727,0.688988,0.573904
-2.443461,-2.887727,0.697176,0.622185
-2.379994,-2.887727,0.705410,0.667961
-2.316528,-2.887727,0.713779,0.711047
-2.253061,-2.887727,0.722383,0.751270
-2.189595,-2.887727,0.731332,0.788468
-2.126128,-2.887727,0.740756,0.822491
-2.062662,-2.887727,0.750804,0.853202
-1.999195,-2.887727,0.761269,0.880477
-1.935729,-2.887727,0.769180,0.904207
-1.872262,-2.887727,0.774216,0.924296
-1.808796,-2.887727,0.776961,0.940664
-1.745329,-2.887727,0.777569,0.953243
-1.681863,-2.887727,0.776117,0.961985
-1.618396,-2.887727,0.772640,0.966852
-1.554930,-2.887727,0.767129,0.967827
-1.491463,-2.887727,0.759534,0.964904
-1.427997,-2.887727,0.749761,0.958096
-1.364530,-2.887727,0.737669,0.947431
-1.301064,-2.887727,0.723329,0.932950
-1.237597,-2.887727,0.707936,0.914712
-1.174131,-2.887727,0.691624,0.892792
-1.110664,-2.887727,0.674328,0.867276
-1.047198,-2.887727,0.655972,0.838268
-0.983731,-2.887727,0.636461,0.805885
-0.920265,-2.887727,0.615681,0.770257
-0.856798,-2.887727,0.593496,0.731527
-0.793331,-2.887727,0.569742,0.689851
-0.729865,-2.887727,0.544220,0.645398
-0.666398,-2.887727,0.516690,0.598346
-0.602932,-2.887727,0.486859,0.548885
-0.539465,-2.887727,0.454062,0.497213
-0.475999,-2.887727,0.417329,0.443540
-0.412532,-2.887727,0.376018,0.388080
-0.349066,-2.887727,0.329358,0.331058
-0.285599,-2.887727,0.279310,0.272703
-0.222133,-2.887727,0.226789,0.213249
-0.158666,-2.887727,0.170987,0.152937
-0.095200,-2.887727,0.110915,0.092009
-0.031733,-2.887727,0.045313,0.030711
0.031733,-2.887727,-0.026735,-0.030711
0.095200,-2.887727,-0.098816,-0.092009
0.158666,-2.887727,-0.166166,-0.152937
0.222133,-2.887727,-0.227360,-0.213249
0.285599,-2.887727,-0.283417,-0.272703
0.349066,-2.887727,-0.335123,-0.331058
0.412532,-2.887727,-0.383090,-0.388080
0.475999,-2.887727,-0.427804,-0.443540
0.539465,-2.887727,-0.469653,-0.497213
0.602932,-2.887727,-0.508951,-0.548885
0.666398,-2.887727,-0.545948,-0.598346
0.729865,-2.887727,-0.580820,-0.645398
0.793331,-2.887727,-0.613410,-0.689851
0.856798,-2.887727,-0.643828,-0.731527
0.920265,-2.887727,-0.672245,-0.770257
0.983731,-2.887727,-0.698786,-0.805885
1.047198,-2.887727,-0.723540,-0.838268
1.110664,-2.887727,-0.746558,-0.867276
1.174131,-2.887727,-0.767859,-0.892792
1.237597,-2.887727,-0.787428,-0.914712
1.301064,-2.887727,-0.805044,-0.932950
1.364530,-2.887727,-0.819476,-0.947431
1.427997,-2.887727,-0.830538,-0.958096
1.491463,-2.887727,-0.838301,-0.964904
1.554930,-2.887727,-0.842846,-0.967827
1.618396,-2.887727,-0.844159,-0.966852
1.681863,-2.887727,-0.842133,-0.961985
1.745329,-2.887727,-0.836550,-0.953243
1.808796,-2.887727,-0.827001,-0.940664
1.872262,-2.887727,-0.812689,-0.924296
1.935729,-2.887727,-0.792800,-0.904207
1.999195,-2.887727,-0.770891,-0.880477
2.062662,-2.887727,-0.750807,-0.853202
2.126128,-2.887727,-0.731962,-0.822491
2.189595,-2.887727,-0.713818,-0.788468
2.253061,-2.887727,-0.695857,-0.751270
2.316528,-2.887727,-0.677559,-0.711047
2.379994,-2.887727,-0.658374,-0.667961
2.443461,-2.887727,-0.638092,-0.622185
2.506927,-2.887727,-0.619255,-0.573904
2.570394,-2.887727,-0.602318,-0.523313
2.633861,-2.887727,-0.587140,-0.470613
2.697327,-2.887727,-0.573570,-0.416019
2.760794,-2.887727,-0.561453,-0.359750
2.824260,-2.887727,-0.550634,-0.302032
2.887727,-2.887727,-0.540962,-0.243098
2.951193,-2.887727,-0.532289,-0.183185
3.014660,-2.887727,-0.524473,-0.122535
3.078126,-2.887727,-0.517382,-0.061391
3.141593,-2.887727,-0.510890,0.000000
-3.141593,-2.824260,0.586750,0.000000
-3.078126,-2.824260,0.591779,0.060257
-3.014660,-2.824260,0.597619,0.120272
-2.951193,-2.824260,0.604274,0.179802
-2.887727,-2.824260,0.611759,0.238608
-2.824260,-2.824260,0.620097,0.296454
-2.760794,-2.824260,0.629307,0.353106
-2.697327,-2.824260,0.638560,0.408336
-2.633861,-2.824260,0.647426,0.461921
-2.570394,-2.824260,0.655995,0.513647
-2.506927,-2.824260,0.664353,0.563305
-2.443461,-2.824260,0.672583,0.610694
-2.379994,-2.824260,0.680770,0.655624
-2.316528,-2.824260,0.689002,0.697914
-2.253061,-2.824260,0.697374,0.737394
-2.189595,-2.824260,0.705992,0.773905
-2.126128,-2.824260,0.714977,0.807300
-2.062662,-2.824260,0.724465,0.837443
-1.999195,-2.824260,0.734621,0.864215
-1.935729,-2.824260,0.744696,0.887507
-1.872262,-2.824260,0.751772,0.907225
-1.808796,-2.824260,0.756260,0.923290
-1.745329,-2.824260,0.758394,0.935637
-1.681863,-2.824260,0.758292,0.944217
-1.618396,-2.824260,0.756018,0.948995
-1.554930,-2.824260,0.751591,0.949952
-1.491463,-2.824260,0.744981,0.947083
-1.427997,-2.824260,0.736111,0.940401
-1.364530,-2.824260,0.724856,0.929932
-1.301064,-2.824260,0.711279,0.915719
-1.237597,-2.824260,0.696593,0.897818
-1.174131,-2.824260,0.680956,0.876302
-1.110664,-2.824260,0.664311,0.851258
-1.047198,-2.824260,0.646588,0.822786
-0.983731,-2.824260,0.627698,0.791001
-0.920265,-2.824260,0.607535,0.756030
-0.856798,-2.824260,0.585968,0.718016
-0.793331,-2.824260,0.562840,0.677110
-0.729865,-2.824260,0.537961,0.633478
-0.666398,-2.824260,0.511098,0.587295
-0.602932,-2.824260,0.481970,0.538747
-0.539465,-2.824260,0.450090,0.488030
-0.475999,-2.824260,0.414373,0.435348
-0.412532,-2.824260,0.374124,0.380913
-0.349066,-2.824260,0.328551,0.324943
-0.285599,-2.824260,0.279143,0.267666
-0.222133,-2.824260,0.227325,0.209311
-0.158666,-2.824260,0.172300,0.150113
-0.095200,-2.824260,0.113094,0.090310
-0.031733,-2.824260,0.048470,0.030144
0.031733,-2.824260,-0.022665,-0.030144
0.095200,-2.824260,-0.094233,-0.090310
0.158666,-2.824260,-0.160985,-0.150113
0.222133,-2.824260,-0.221656,-0.209311
0.285599,-2.824260,-0.277242,-0.267666
0.349066,-2.824260,-0.328516,-0.324943
0.412532,-2.824260,-0.376076,-0.380913
0.475999,-2.824260,-0.420398,-0.435348
0.539465,-2.824260,-0.461862,-0.488030
0.602932,-2.824260,-0.500773,-0.538747
0.666398,-2.824260,-0.537376,-0.587295
0.729865,-2.824260,-0.571867,-0.633478
0.793331,-2.824260,-0.604292,-0.677110
0.856798,-2.824260,-0.634501,-0.718016
0.920265,-2.824260,-0.662639,-0.756030
0.983731,-2.824260,-0.688827,-0.791001
1.047198,-2.824260,-0.713148,-0.822786
1.110664,-2.824260,-0.735644,-0.851258
1.174131,-2.824260,-0.756325,-0.876302
1.237597,-2.824260,-0.775159,-0.897818
1.301064,-2.824260,-0.791955,-0.915719
1.364530,-2.824260,-0.805478,-0.929932
1.427997,-2.824260,-0.815439,-0.940401
1.491463,-2.824260,-0.821961,-0.947083
1.554930,-2.824260,-0.825086,-0.949952
1.618396,-2.824260,-0.824755,-0.948995
1.681863,-2.824260,-0.820798,-0.944217
1.745329,-2.824260,-0.812905,-0.935637
1.808796,-2.824260,-0.800367,-0.923290
1.872262,-2.824260,-0.782354,-0.907225
1.935729,-2.824260,-0.759977,-0.887507
1.999195,-2.824260,-0.739149,-0.864215
2.062662,-2.824260,-0.719755,-0.837443
2.126128,-2.824260,-0.701221,-0.807300
2.189595,-2.824260,-0.683002,-0.773905
2.253061,-2.824260,-0.664557,-0.737394
2.316528,-2.824260,-0.645320,-0.697914
2.379994,-2.824260,-0.624836,-0.655624
2.443461,-2.824260,-0.605476,-0.610694
2.506927,-2.824260,-0.588114,-0.563305
2.570394,-2.824260,-0.572600,-0.513647
2.633861,-2.824260,-0.558775,-0.461921
2.697327,-2.824260,-0.546476,-0.408336
2.760794,-2.824260,-0.535538,-0.353106
2.824260,-2.824260,-0.525799,-0.296454
2.887727,-2.824260,-0.517103,-0.238608
2.951193,-2.824260,-0.509299,-0.179802
3.014660,-2.824260,-0.502246,-0.120272
3.078126,-2.824260,-0.495811,-0.060257
3.141593,-2.824260,-0.489827,0.000000
-3.141593,-2.760794,0.564812,0.000000
-3.078126,-2.760794,0.569062,0.058881
-3.014660,-2.760794,0.574122,0.117524
-2.951193,-2.760794,0.580006,0.175695
-2.887727,-2.760794,0.586721,0.233158
-2.824260,-2.760794,0.594283,0.289682
-2.760794,-2.760794,0.602718,0.345040
-2.697327,-2.760794,0.612039,0.399008
-2.633861,-2.760794,0.621353,0.451369
-2.570394,-2.760794,0.630258,0.501914
-2.506927,-2.760794,0.638846,0.550437
-2.443461,-2.760794,0.647208,0.596743
-2.379994,-2.760794,0.655431,0.640647
-2.316528,-2.760794,0.663604,0.681971
-2.253061,-2.760794,0.671822,0.720549
-2.189595,-2.760794,0.680185,0.756226
-2.126128,-2.760794,0.688807,0.788858
-2.062662,-2.760794,0.697816,0.818313
-1.999195,-2.760794,0.707363,0.844473
-1.935729,-2.760794,0.717626,0.867233
