Training Neural Network using ActivationElliottSymmetric with 10 neurons in hidden layer

Epoch	Error
1	0,618320
2	0,590958
3	0,558022
4	0,517463
5	0,467626
6	0,412229
7	0,359593
8	0,307180
9	0,256471
10	0,219258
11	0,196042
12	0,181385
13	0,172912
14	0,176739
15	0,188409
16	0,190382
17	0,170238
18	0,177617
19	0,160048
20	0,164560
21	0,148543
22	0,149316
23	0,136221
24	0,134040
25	0,124990
26	0,122194
27	0,116968
28	0,114414
29	0,111490
30	0,109499
31	0,107659
32	0,106217
33	0,104941
34	0,103839
35	0,102838
36	0,101918
37	0,101058
38	0,100247
39	0,099477
40	0,098745


Working with the test set
x1		x2		Output	Ideal
-3.141593	-3.141593	0.309222	0.000000
-3.078126	-3.141593	0.313601	0.063424
-3.014660	-3.141593	0.317660	0.126592
-2.951193	-3.141593	0.321415	0.189251
-2.887727	-3.141593	0.324878	0.251148
-2.824260	-3.141593	0.328061	0.312033
-2.760794	-3.141593	0.330973	0.371662
-2.697327	-3.141593	0.333623	0.429795
-2.633861	-3.141593	0.336017	0.486197
-2.570394	-3.141593	0.338162	0.540641
-2.506927	-3.141593	0.340060	0.592908
-2.443461	-3.141593	0.341716	0.642788
-2.379994	-3.141593	0.343132	0.690079
-2.316528	-3.141593	0.344307	0.734592
-2.253061	-3.141593	0.345243	0.776146
-2.189595	-3.141593	0.345937	0.814576
-2.126128	-3.141593	0.346385	0.849725
-2.062662	-3.141593	0.346585	0.881453
-1.999195	-3.141593	0.346530	0.909632
-1.935729	-3.141593	0.346213	0.934148
-1.872262	-3.141593	0.345625	0.954902
-1.808796	-3.141593	0.344756	0.971812
-1.745329	-3.141593	0.343593	0.984808
-1.681863	-3.141593	0.342120	0.993838
-1.618396	-3.141593	0.340321	0.998867
-1.554930	-3.141593	0.338176	0.999874
-1.491463	-3.141593	0.335660	0.996855
-1.427997	-3.141593	0.332746	0.989821
-1.364530	-3.141593	0.329402	0.978802
-1.301064	-3.141593	0.325592	0.963842
-1.237597	-3.141593	0.321271	0.945001
-1.174131	-3.141593	0.316391	0.922354
-1.110664	-3.141593	0.310890	0.895994
-1.047198	-3.141593	0.304700	0.866025
-0.983731	-3.141593	0.297737	0.832570
-0.920265	-3.141593	0.289902	0.795762
-0.856798	-3.141593	0.281076	0.755750
-0.793331	-3.141593	0.271115	0.712694
-0.729865	-3.141593	0.259842	0.666769
-0.666398	-3.141593	0.247039	0.618159
-0.602932	-3.141593	0.232434	0.567060
-0.539465	-3.141593	0.215681	0.513677
-0.475999	-3.141593	0.196336	0.458227
-0.412532	-3.141593	0.173817	0.400931
-0.349066	-3.141593	0.147352	0.342020
-0.285599	-3.141593	0.115913	0.281733
-0.222133	-3.141593	0.081497	0.220311
-0.158666	-3.141593	0.045567	0.158001
-0.095200	-3.141593	0.007554	0.095056
-0.031733	-3.141593	-0.031148	0.031728
0.031733	-3.141593	-0.067151	-0.031728
0.095200	-3.141593	-0.100259	-0.095056
0.158666	-3.141593	-0.128713	-0.158001
0.222133	-3.141593	-0.153219	-0.220311
0.285599	-3.141593	-0.174495	-0.281733
0.349066	-3.141593	-0.193094	-0.342020
0.412532	-3.141593	-0.209447	-0.400931
0.475999	-3.141593	-0.223895	-0.458227
0.539465	-3.141593	-0.236712	-0.513677
0.602932	-3.141593	-0.248123	-0.567060
0.666398	-3.141593	-0.258310	-0.618159
0.729865	-3.141593	-0.267423	-0.666769
0.793331	-3.141593	-0.275589	-0.712694
0.856798	-3.141593	-0.282914	-0.755750
0.920265	-3.141593	-0.289487	-0.795762
0.983731	-3.141593	-0.295384	-0.832570
1.047198	-3.141593	-0.300670	-0.866025
1.110664	-3.141593	-0.305400	-0.895994
1.174131	-3.141593	-0.309624	-0.922354
1.237597	-3.141593	-0.313383	-0.945001
1.301064	-3.141593	-0.316712	-0.963842
1.364530	-3.141593	-0.319642	-0.978802
1.427997	-3.141593	-0.322202	-0.989821
1.491463	-3.141593	-0.324414	-0.996855
1.554930	-3.141593	-0.326299	-0.999874
1.618396	-3.141593	-0.327876	-0.998867
1.681863	-3.141593	-0.329159	-0.993838
1.745329	-3.141593	-0.330162	-0.984808
1.808796	-3.141593	-0.330896	-0.971812
1.872262	-3.141593	-0.331371	-0.954902
1.935729	-3.141593	-0.331595	-0.934148
1.999195	-3.141593	-0.331574	-0.909632
2.062662	-3.141593	-0.331314	-0.881453
2.126128	-3.141593	-0.330820	-0.849725
2.189595	-3.141593	-0.330093	-0.814576
2.253061	-3.141593	-0.329135	-0.776146
2.316528	-3.141593	-0.327947	-0.734592
2.379994	-3.141593	-0.326528	-0.690079
2.443461	-3.141593	-0.324876	-0.642788
2.506927	-3.141593	-0.322990	-0.592908
2.570394	-3.141593	-0.320863	-0.540641
2.633861	-3.141593	-0.318492	-0.486197
2.697327	-3.141593	-0.315871	-0.429795
2.760794	-3.141593	-0.312990	-0.371662
2.824260	-3.141593	-0.309842	-0.312033
2.887727	-3.141593	-0.306416	-0.251148
2.951193	-3.141593	-0.302700	-0.189251
3.014660	-3.141593	-0.298680	-0.126592
3.078126	-3.141593	-0.294341	-0.063424
3.141593	-3.141593	-0.289663	0.000000
-3.141593	-3.078126	0.299526	0.000000
-3.078126	-3.078126	0.304384	0.063296
-3.014660	-3.078126	0.308891	0.126338
-2.951193	-3.078126	0.313064	0.188870
-2.887727	-3.078126	0.316919	0.250642
-2.824260	-3.078126	0.320469	0.311405
-2.760794	-3.078126	0.323726	0.370914
-2.697327	-3.078126	0.326699	0.428930
-2.633861	-3.078126	0.329399	0.485218
-2.570394	-3.078126	0.331831	0.539552
-2.506927	-3.078126	0.334002	0.591714
-2.443461	-3.078126	0.335916	0.641493
-2.379994	-3.078126	0.337575	0.688690
-2.316528	-3.078126	0.338983	0.733113
-2.253061	-3.078126	0.340139	0.774584
-2.189595	-3.078126	0.341043	0.812936
-2.126128	-3.078126	0.341692	0.848015
-2.062662	-3.078126	0.342083	0.879679
-1.999195	-3.078126	0.342211	0.907801
-1.935729	-3.078126	0.342069	0.932267
-1.872262	-3.078126	0.341650	0.952980
-1.808796	-3.078126	0.340943	0.969855
-1.745329	-3.078126	0.339936	0.982825
-1.681863	-3.078126	0.338615	0.991838
-1.618396	-3.078126	0.336962	0.996856
-1.554930	-3.078126	0.334959	0.997861
-1.491463	-3.078126	0.332581	0.994848
-1.427997	-3.078126	0.329803	0.987829
-1.364530	-3.078126	0.326592	0.976832
-1.301064	-3.078126	0.322913	0.961902
-1.237597	-3.078126	0.318722	0.943098
-1.174131	-3.078126	0.313970	0.920497
-1.110664	-3.078126	0.308599	0.894190
-1.047198	-3.078126	0.302539	0.864282
-0.983731	-3.078126	0.295709	0.830894
-0.920265	-3.078126	0.288010	0.794160
-0.856798	-3.078126	0.279325	0.754228
-0.793331	-3.078126	0.269512	0.711259
-0.729865	-3.078126	0.258396	0.665427
-0.666398	-3.078126	0.245763	0.616914
-0.602932	-3.078126	0.231345	0.565918
-0.539465	-3.078126	0.214801	0.512643
-0.475999	-3.078126	0.195696	0.457304
-0.412532	-3.078126	0.173458	0.400123
-0.349066	-3.078126	0.147330	0.341332
-0.285599	-3.078126	0.116278	0.281165
-0.222133	-3.078126	0.081848	0.219867
-0.158666	-3.078126	0.045936	0.157683
-0.095200	-3.078126	0.007974	0.094865
-0.031733	-3.078126	-0.030704	0.031664
0.031733	-3.078126	-0.066681	-0.031664
0.095200	-3.078126	-0.099716	-0.094865
0.158666	-3.078126	-0.128073	-0.157683
0.222133	-3.078126	-0.152484	-0.219867
0.285599	-3.078126	-0.173665	-0.281165
0.349066	-3.078126	-0.192170	-0.341332
0.412532	-3.078126	-0.208428	-0.400123
0.475999	-3.078126	-0.222782	-0.457304
0.539465	-3.078126	-0.235506	-0.512643
0.602932	-3.078126	-0.246822	-0.565918
0.666398	-3.078126	-0.256913	-0.616914
0.729865	-3.078126	-0.265931	-0.665427
0.793331	-3.078126	-0.273999	-0.711259
0.856798	-3.078126	-0.281225	-0.754228
0.920265	-3.078126	-0.287698	-0.794160
0.983731	-3.078126	-0.293492	-0.830894
1.047198	-3.078126	-0.298673	-0.864282
1.110664	-3.078126	-0.303297	-0.894190
1.174131	-3.078126	-0.307411	-0.920497
1.237597	-3.078126	-0.311057	-0.943098
1.301064	-3.078126	-0.314269	-0.961902
1.364530	-3.078126	-0.317080	-0.976832
1.427997	-3.078126	-0.319516	-0.987829
1.491463	-3.078126	-0.321600	-0.994848
