sep=,
Epoch,Training Error,Validation Error
265,0.055063,0.056957
266,0.055136,0.055795
267,0.055153,0.054683
268,0.052778,0.052025
269,0.050829,0.052629
270,0.050699,0.051748
271,0.050549,0.052432
272,0.050489,0.051587
273,0.050408,0.052382
274,0.050427,0.051564
275,0.050427,0.052394
276,0.050427,0.051402
277,0.050278,0.052097
278,0.050119,0.051071
279,0.049928,0.051829
280,0.049841,0.050868
281,0.049727,0.051713
282,0.049717,0.050800
283,0.049685,0.051768
284,0.049765,0.050897
285,0.049833,0.051883
286,0.049875,0.050795
287,0.049743,0.051583
288,0.049564,0.050448
289,0.049367,0.051297
290,0.049267,0.050244
291,0.049158,0.051177
292,0.049139,0.050188
293,0.049122,0.051238
294,0.049194,0.050303
295,0.049283,0.051331
296,0.049282,0.050139
297,0.049115,0.051077
298,0.049015,0.049968
299,0.048943,0.050998
300,0.048928,0.049957
301,0.048954,0.051109
302,0.049034,0.048376
303,0.047121,0.047730
304,0.045609,0.046936
305,0.045471,0.047493
306,0.045355,0.046732
307,0.045267,0.047357
308,0.045202,0.046618
309,0.045169,0.047334
310,0.045163,0.046614
311,0.045198,0.047454
312,0.045269,0.046666
313,0.045289,0.047423
314,0.045225,0.046480
315,0.045096,0.047188
316,0.044979,0.046303
317,0.044912,0.047076
318,0.044855,0.046236
319,0.044857,0.047097
320,0.044867,0.046188
321,0.044822,0.046885
322,0.044643,0.045927
323,0.044537,0.046672
324,0.044418,0.045774
325,0.044378,0.046586
326,0.044321,0.045738
327,0.044354,0.046638
328,0.044364,0.045712
329,0.044339,0.046414
330,0.044127,0.045429
331,0.044026,0.046179
332,0.043879,0.045260
333,0.043845,0.046072
334,0.043760,0.045207
335,0.043798,0.046102
336,0.043781,0.045151
337,0.043746,0.045972
338,0.043638,0.045079
339,0.043675,0.045977
340,0.043633,0.044991
341,0.043584,0.045799
342,0.043441,0.044874
343,0.043463,0.045756
344,0.043386,0.043405
345,0.041753,0.044008
346,0.041604,0.043234
347,0.041573,0.043903
348,0.041481,0.043163
349,0.041508,0.043913
350,0.041475,0.043098
351,0.041449,0.043807
352,0.041352,0.043030
353,0.041387,0.043818
354,0.041349,0.042961
